title,competation,time,country
Akatsuki vs Adventure Force,Challenger League Season 10 North America,"Saturday, Sep 28 2019, 3:00 UTC",North America
Team Empire vs GiFu eSports,Pro League Season 10 Europe,"Monday, Sep 30 2019, 16:00 UTC",Europe
Akatsuki vs Adventure Force,Challenger League Season 10 North America,"Saturday, Sep 28 2019, 2:00 UTC",North America
PENTA Sports vs Chaos,Pro League Season 10 Europe,"Monday, Sep 30 2019, 18:30 UTC",Europe
PsykoPaths Gaming vs Super Nova,Canada Nationals 2019,"Saturday, Sep 28 2019, 23:00 UTC",North America
Giants Gaming vs Natus Vincere,Pro League Season 10 Europe,"Monday, Sep 30 2019, 17:15 UTC",Europe
Parallax Gaming vs Obey Alliance,Challenger League Season 10 North America,"Saturday, Sep 28 2019, 1:00 UTC",North America
G2 Esports vs Team Vitality,Pro League Season 10 Europe,"Monday, Sep 30 2019, 19:45 UTC",Europe
Team Reciprocity vs Rogue,Pro League Season 10 North America,"Tuesday, Oct 1 2019, 0:00 UTC",North America
Banana Boat Crew vs Luminosity Gaming,United States Nationals 2019,"Wednesday, Oct 2 2019, 1:00 UTC",North America
DarkZero Esports vs Luminosity Gaming,Pro League Season 10 North America,"Tuesday, Oct 1 2019, 1:15 UTC",North America
Adventure Force vs Azara Gaming,United States Nationals 2019,"Wednesday, Oct 2 2019, 0:00 UTC",North America
Adventure Force vs Luminosity Gaming,United States Nationals 2019,"Wednesday, Oct 2 2019, 2:00 UTC",North America
ECV esports vs FACT Gaming,Benelux League Season 4,"Wednesday, Oct 2 2019, 17:00 UTC",Europe
BeKind vs Supremacy,6 French League Season 1,"Wednesday, Oct 2 2019, 17:00 UTC",Europe
Black Dragons vs INTZ e-Sports,Pro League Season 10 Latin America,"Wednesday, Oct 2 2019, 17:00 UTC",Latin America
Spacestation Gaming vs Team SoloMid,Pro League Season 10 North America,"Tuesday, Oct 1 2019, 2:30 UTC",North America
Trust Gaming vs LAGr Gaming,Benelux League Season 4,"Wednesday, Oct 2 2019, 18:00 UTC",Europe
Soniqs vs Evil Geniuses,Pro League Season 10 North America,"Tuesday, Oct 1 2019, 3:45 UTC",North America
Team MCES vs Giants Gaming,6 French League Season 1,"Wednesday, Oct 2 2019, 18:00 UTC",Europe
Team Secret vs OrgLess,Challenger League Season 10 Europe,"Thursday, Oct 3 2019, 19:00 UTC",Europe
BDS Esport vs KKona KKopteri,Challenger League Season 10 Europe,"Thursday, Oct 3 2019, 19:00 UTC",Europe
bruh vs Relegated,United States Nationals 2019,"Friday, Oct 4 2019, 0:00 UTC",North America
Ninjas In Pyjamas vs MIBR,Pro League Season 10 Latin America,"Wednesday, Oct 2 2019, 18:15 UTC",Latin America
bruh vs Obey Alliance,United States Nationals 2019,"Friday, Oct 4 2019, 2:00 UTC",North America
Team Vitality vs Team Empire,Pro League Season 10 Europe,"Friday, Oct 4 2019, 17:15 UTC",Europe
Obey Alliance vs Akatsuki,United States Nationals 2019,"Friday, Oct 4 2019, 1:00 UTC",North America
Chaos vs Giants Gaming,Pro League Season 10 Europe,"Friday, Oct 4 2019, 19:45 UTC",Europe
SuperNova Team e-Sports vs YeaH Gaming,Challenger League Season 10 Latin America,"Friday, Oct 4 2019, 22:00 UTC",Latin America
Natus Vincere vs PENTA Sports,Pro League Season 10 Europe,"Friday, Oct 4 2019, 18:30 UTC",Europe
Team Liquid vs MIBR,Pro League Season 10 Latin America,"Friday, Oct 4 2019, 22:00 UTC",Latin America
Looking for Org BR vs SemOrg Team,Challenger League Season 10 Latin America,"Friday, Oct 4 2019, 22:00 UTC",Latin America
SuperNova Team e-Sports vs YeaH Gaming,Challenger League Season 10 Latin America,"Friday, Oct 4 2019, 23:00 UTC",Latin America
Looking for Org BR vs SemOrg Team,Challenger League Season 10 Latin America,"Friday, Oct 4 2019, 23:00 UTC",Latin America
Team oNe Esports vs Ninjas In Pyjamas,Pro League Season 10 Latin America,"Friday, Oct 4 2019, 23:15 UTC",Latin America
G2 Esports vs GiFu eSports,Pro League Season 10 Europe,"Friday, Oct 4 2019, 16:00 UTC",Europe
Adventure Force vs Obey Alliance,Challenger League Season 10 North America,"Saturday, Oct 5 2019, 0:00 UTC",North America
Guardians Imperium E-Sports vs RedWolf e-Sports,Challenger League Season 10 Latin America,"Saturday, Oct 5 2019, 0:00 UTC",Latin America
Disrupt Gaming vs Rise Nation,Challenger League Season 10 North America,"Saturday, Oct 5 2019, 0:00 UTC",North America
INTZ e-Sports vs Elevate,Pro League Season 10 Latin America,"Saturday, Oct 5 2019, 0:30 UTC",Latin America
CHICOS Team vs Falkol,Challenger League Season 10 Latin America,"Saturday, Oct 5 2019, 0:00 UTC",Latin America
Guardians Imperium E-Sports vs RedWolf e-Sports,Challenger League Season 10 Latin America,"Saturday, Oct 5 2019, 1:00 UTC",Latin America
Disrupt Gaming vs Rise Nation,Challenger League Season 10 North America,"Saturday, Oct 5 2019, 1:00 UTC",North America
Samsung Morning Stars vs Notorious Legion Esport,PG Nationals Winter 2019,"Tuesday, Oct 8 2019, 19:00 UTC",Europe
The Bdog Revenge Tour vs Banana Boat Crew,United States Nationals 2019,"Wednesday, Oct 9 2019, 1:00 UTC",North America
CHICOS Team vs Falkol,Challenger League Season 10 Latin America,"Saturday, Oct 5 2019, 1:00 UTC",Latin America
Outplayed vs IGP,PG Nationals Winter 2019,"Tuesday, Oct 8 2019, 19:00 UTC",Europe
Trust Gaming vs Aura Esports,Benelux League Season 4,"Wednesday, Oct 9 2019, 17:00 UTC",Europe
Azara Gaming vs 4AGamers,United States Nationals 2019,"Wednesday, Oct 9 2019, 0:00 UTC",North America
Black Dragons vs Team Liquid,Pro League Season 10 Latin America,"Wednesday, Oct 9 2019, 17:00 UTC",Latin America
Azara Gaming vs The Bdog Revenge Tour,United States Nationals 2019,"Wednesday, Oct 9 2019, 2:00 UTC",North America
QLASH vs Mkers,PG Nationals Winter 2019,"Wednesday, Oct 9 2019, 17:00 UTC",Europe
ECV esports vs Stage5 Gaming,Benelux League Season 4,"Wednesday, Oct 9 2019, 18:00 UTC",Europe
Team GoSkilla vs Notorious Legion Esport,PG Nationals Winter 2019,"Wednesday, Oct 9 2019, 18:00 UTC",Europe
GameWard Team vs Team Vitality,6 French League Season 1,"Wednesday, Oct 9 2019, 17:00 UTC",Europe
Adventure Force vs Obey Alliance,Challenger League Season 10 North America,"Saturday, Oct 5 2019, 1:00 UTC",North America
Cyberground Gaming vs IGP,PG Nationals Winter 2019,"Wednesday, Oct 9 2019, 19:00 UTC",Europe
BeKind vs Giants Gaming,6 French League Season 1,"Wednesday, Oct 9 2019, 18:00 UTC",Europe
PENTA Sports vs Team MCES,6 French League Season 1,"Wednesday, Oct 9 2019, 19:00 UTC",Europe
FaZe Clan vs MIBR,Pro League Season 10 Latin America,"Wednesday, Oct 9 2019, 20:00 UTC",Latin America
Ninjas In Pyjamas vs INTZ e-Sports,Pro League Season 10 Latin America,"Wednesday, Oct 9 2019, 18:00 UTC",Latin America
Horus Esports vs LAGr Gaming,Benelux League Season 4,"Wednesday, Oct 9 2019, 19:00 UTC",Europe
Samsung Morning Stars vs Outplayed,PG Nationals Winter 2019,"Wednesday, Oct 9 2019, 20:00 UTC",Europe
Team SoloMid vs Soniqs,Pro League Season 10 North America,"Thursday, Oct 10 2019, 0:00 UTC",North America
Supremacy vs IziDream,6 French League Season 1,"Wednesday, Oct 9 2019, 20:00 UTC",Europe
DarkZero Esports vs Team Reciprocity,Pro League Season 10 North America,"Thursday, Oct 10 2019, 1:15 UTC",North America
Aethra Esports vs FACT Gaming,Benelux League Season 4,"Wednesday, Oct 9 2019, 20:00 UTC",Europe
Team oNe Esports vs Elevate,Pro League Season 10 Latin America,"Wednesday, Oct 9 2019, 20:00 UTC",Latin America
CHICOS Team vs RedWolf e-Sports,Challenger League Season 10 Latin America,"Friday, Oct 11 2019, 1:00 UTC",Latin America
Shook Squad vs Shrug2,United States Nationals 2019,"Friday, Oct 11 2019, 1:00 UTC",North America
SuperNova Team e-Sports vs SemOrg Team,Challenger League Season 10 Latin America,"Friday, Oct 11 2019, 1:00 UTC",Latin America
Luminosity Gaming vs Rogue,Pro League Season 10 North America,"Thursday, Oct 10 2019, 2:30 UTC",North America
Team Vitality vs PENTA Sports,Pro League Season 10 Europe,"Friday, Oct 11 2019, 18:00 UTC",Europe
Chaos vs GiFu eSports,Pro League Season 10 Europe,"Friday, Oct 11 2019, 16:00 UTC",Europe
Katsu vs Shrug2,United States Nationals 2019,"Friday, Oct 11 2019, 2:00 UTC",North America
Natus Vincere vs Team Empire,Pro League Season 10 Europe,"Friday, Oct 11 2019, 19:00 UTC",Europe
Ninjas In Pyjamas vs Team Liquid,Pro League Season 10 Latin America,"Friday, Oct 11 2019, 23:00 UTC",Latin America
G2 Esports vs Giants Gaming,Pro League Season 10 Europe,"Friday, Oct 11 2019, 17:00 UTC",Europe
Team oNe Esports vs Black Dragons,Pro League Season 10 Latin America,"Friday, Oct 11 2019, 22:00 UTC",Latin America
Adventure Force vs Rise Nation,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 0:00 UTC",North America
Orgless vs Two Faced,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 2:00 UTC",North America
Disrupt Gaming vs Obey Alliance,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 2:00 UTC",North America
Shrug vs Akatsuki,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 0:00 UTC",North America
Shrug vs Akatsuki,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 1:00 UTC",North America
Orgless vs Two Faced,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 3:00 UTC",North America
Elevate vs MIBR,Pro League Season 10 Latin America,"Saturday, Oct 12 2019, 0:00 UTC",Latin America
Adventure Force vs Rise Nation,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 1:00 UTC",North America
FaZe Clan vs INTZ e-Sports,Pro League Season 10 Latin America,"Saturday, Oct 12 2019, 1:00 UTC",Latin America
Team Vitality vs GiFu eSports,Pro League Season 10 Europe,"Monday, Oct 14 2019, 16:00 UTC",Europe
Team Empire vs Giants Gaming,Pro League Season 10 Europe,"Monday, Oct 14 2019, 18:00 UTC",Europe
Disrupt Gaming vs Obey Alliance,Challenger League Season 10 North America,"Saturday, Oct 12 2019, 3:00 UTC",North America
G2 Esports vs PENTA Sports,Pro League Season 10 Europe,"Monday, Oct 14 2019, 19:00 UTC",Europe
Team Vitality vs Team MCES,6 French League Season 1,"Wednesday, Oct 16 2019, 18:00 UTC",Europe
Chaos vs Natus Vincere,Pro League Season 10 Europe,"Monday, Oct 14 2019, 17:00 UTC",Europe
Aethra Esports vs LAGr Gaming,Benelux League Season 4,"Wednesday, Oct 16 2019, 18:00 UTC",Europe
Black Dragons vs Elevate,Pro League Season 10 Latin America,"Wednesday, Oct 16 2019, 17:00 UTC",Latin America
INTZ e-Sports vs Team Liquid,Pro League Season 10 Latin America,"Wednesday, Oct 16 2019, 18:00 UTC",Latin America
Notorious Legion Esport vs Outplayed,PG Nationals Winter 2019,"Wednesday, Oct 16 2019, 18:00 UTC",Europe
GameWard Team vs BeKind,6 French League Season 1,"Wednesday, Oct 16 2019, 19:00 UTC",Europe
Mkers vs Samsung Morning Stars,PG Nationals Winter 2019,"Wednesday, Oct 16 2019, 19:00 UTC",Europe
ECV esports vs Aura Esports,Benelux League Season 4,"Wednesday, Oct 16 2019, 19:00 UTC",Europe
Dolphin Stars vs PENTA Sports,6 French League Season 1,"Wednesday, Oct 16 2019, 20:00 UTC",Europe
Team GoSkilla vs Cyberground Gaming,PG Nationals Winter 2019,"Wednesday, Oct 16 2019, 19:00 UTC",Europe
Ninjas In Pyjamas vs FaZe Clan,Pro League Season 10 Latin America,"Wednesday, Oct 16 2019, 20:00 UTC",Latin America
Team oNe Esports vs MIBR,Pro League Season 10 Latin America,"Wednesday, Oct 16 2019, 19:00 UTC",Latin America
Horus Esports vs FACT Gaming,Benelux League Season 4,"Wednesday, Oct 16 2019, 20:00 UTC",Europe
Adventure Force vs Two Faced,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 0:00 UTC",North America
Shrug vs Obey Alliance,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 2:00 UTC",North America
Orgless vs Rise Nation,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 1:00 UTC",North America
Orgless vs Rise Nation,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 0:00 UTC",North America
Disrupt Gaming vs Akatsuki,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 2:00 UTC",North America
Disrupt Gaming vs Akatsuki,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 3:00 UTC",North America
DarkZero Esports vs Katsu,United States Nationals 2019,"Friday, Oct 18 2019, 0:00 UTC",North America
Guardians Imperium E-Sports vs YeaH Gaming,Challenger League Season 10 Latin America,"Saturday, Oct 19 2019, 1:00 UTC",Latin America
Xavier Esports vs Wildcard Gaming,Pro League Season 10 Asia-Pacific Finals,"Saturday, Oct 19 2019, 6:30 UTC","LAN,"
CYCLOPS athlete gaming vs TRIPPY,Pro League Season 10 Asia-Pacific Finals,"Saturday, Oct 19 2019, 4:00 UTC","LAN,"
Cloud9 vs NORA-Rengo,Pro League Season 10 Asia-Pacific Finals,"Saturday, Oct 19 2019, 1:30 UTC","LAN,"
Shrug vs Obey Alliance,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 3:00 UTC",North America
Adventure Force vs Two Faced,Challenger League Season 10 North America,"Thursday, Oct 17 2019, 1:00 UTC",North America
bruh vs Orgless,United States Nationals 2019,"Friday, Oct 18 2019, 1:00 UTC",North America
Team Canada vs Thread the Needle,Canada Nationals 2019 Finals,"Saturday, Oct 19 2019, 14:00 UTC","LAN,"
PsykoPaths Gaming vs yes,Canada Nationals 2019 Finals,"Saturday, Oct 19 2019, 16:30 UTC","LAN,"
Aerowolf vs NORA-Rengo,Pro League Season 10 Asia-Pacific Finals,"Sunday, Oct 20 2019, 0:00 UTC","LAN,"
CYCLOPS athlete gaming vs Wildcard Gaming,Pro League Season 10 Asia-Pacific Finals,"Sunday, Oct 20 2019, 3:00 UTC","LAN,"
GameWard Team vs forZe,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 16:00 UTC",Europe
GameWard Team vs forZe,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 17:00 UTC",Europe
Trust Gaming vs SYZYGY,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 17:00 UTC",Europe
KKona KKopteri vs Team Secret,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 18:00 UTC",Europe
Trust Gaming vs SYZYGY,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 16:00 UTC",Europe
KKona KKopteri vs Team Secret,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 19:00 UTC",Europe
BDS Esport vs OrgLess,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 18:00 UTC",Europe
Team Liquid vs Team Gens Mortis,OGA PIT Minor Latin America Qualifiers,"Monday, Oct 21 2019, 19:00 UTC",Latin America
Team Canada vs yes,Canada Nationals 2019 Finals,"Sunday, Oct 20 2019, 14:00 UTC","LAN,"
BDS Esport vs OrgLess,Challenger League Season 10 Europe,"Monday, Oct 21 2019, 19:00 UTC",Europe
YeaH Gaming vs NGdP,OGA PIT Minor Latin America Qualifiers,"Monday, Oct 21 2019, 21:00 UTC",Latin America
Obey Alliance vs Rise Nation,Challenger League Season 10 North America,"Tuesday, Oct 22 2019, 0:00 UTC",North America
INTZ e-Sports vs Furious Gaming,OGA PIT Minor Latin America Qualifiers,"Monday, Oct 21 2019, 23:00 UTC",Latin America
Aerowolf vs Wildcard Gaming,Pro League Season 10 Asia-Pacific Finals,"Sunday, Oct 20 2019, 6:00 UTC","LAN,"
Outplayed vs Cyberground Gaming,PG Nationals Winter 2019,"Wednesday, Oct 23 2019, 18:00 UTC",Europe
Team Vitality vs BeKind,6 French League Season 1,"Wednesday, Oct 23 2019, 19:00 UTC",Europe
IGP vs Team GoSkilla,PG Nationals Winter 2019,"Wednesday, Oct 23 2019, 19:00 UTC",Europe
Trust Gaming vs Horus Esports,Benelux League Season 4,"Wednesday, Oct 23 2019, 19:30 UTC",Europe
Adventure Force vs Disrupt Gaming,Challenger League Season 10 North America,"Tuesday, Oct 22 2019, 0:00 UTC",North America
Notorious Legion Esport vs Mkers,PG Nationals Winter 2019,"Wednesday, Oct 23 2019, 20:00 UTC",Europe
Aethra Esports vs ECV esports,Benelux League Season 4,"Wednesday, Oct 23 2019, 20:45 UTC",Europe
Giants Gaming vs PENTA Sports,6 French League Season 1,"Wednesday, Oct 23 2019, 20:00 UTC",Europe
FACT Gaming vs Stage5 Gaming,Benelux League Season 4,"Wednesday, Oct 23 2019, 18:15 UTC",Europe
Orgless vs Adventure Force,Challenger League Season 10 North America,"Thursday, Oct 24 2019, 0:00 UTC",North America
CHICOS Team vs Guardians Imperium E-Sports,Challenger League Season 10 Latin America,"Wednesday, Oct 23 2019, 22:00 UTC",Latin America
YeaH Gaming vs SemOrg Team,Challenger League Season 10 Latin America,"Thursday, Oct 24 2019, 0:00 UTC",Latin America
CHICOS Team vs Guardians Imperium E-Sports,Challenger League Season 10 Latin America,"Wednesday, Oct 23 2019, 23:00 UTC",Latin America
RedWolf e-Sports vs Falkol,Challenger League Season 10 Latin America,"Wednesday, Oct 23 2019, 23:00 UTC",Latin America
Rise Nation vs Two Faced,Challenger League Season 10 North America,"Thursday, Oct 24 2019, 0:00 UTC",North America
RedWolf e-Sports vs Falkol,Challenger League Season 10 Latin America,"Wednesday, Oct 23 2019, 22:00 UTC",Latin America
YeaH Gaming vs SemOrg Team,Challenger League Season 10 Latin America,"Thursday, Oct 24 2019, 0:00 UTC",Latin America
Looking for Org BR vs SuperNova Team e-Sports,Challenger League Season 10 Latin America,"Thursday, Oct 24 2019, 1:00 UTC",Latin America
Looking for Org BR vs SuperNova Team e-Sports,Challenger League Season 10 Latin America,"Thursday, Oct 24 2019, 0:00 UTC",Latin America
Rise Nation vs Two Faced,Challenger League Season 10 North America,"Thursday, Oct 24 2019, 1:00 UTC",North America
Orgless vs Adventure Force,Challenger League Season 10 North America,"Thursday, Oct 24 2019, 1:00 UTC",North America
Disrupt Gaming vs Shrug,Challenger League Season 10 North America,"Thursday, Oct 24 2019, 2:00 UTC",North America
RedWolf e-Sports vs SemOrg Team,Challenger League Season 10 Latin America,"Friday, Oct 25 2019, 23:00 UTC",Latin America
Akatsuki vs Obey Alliance,Challenger League Season 10 North America,"Thursday, Oct 24 2019, 2:00 UTC",North America
Rogue vs Ōkami,OGA PIT Minor North America Qualifiers,"Saturday, Oct 26 2019, 0:00 UTC",North America
RedWolf e-Sports vs SemOrg Team,Challenger League Season 10 Latin America,"Friday, Oct 25 2019, 22:00 UTC",Latin America
CHICOS Team vs SuperNova Team e-Sports,Challenger League Season 10 Latin America,"Friday, Oct 25 2019, 23:00 UTC",Latin America
Looking for Org BR vs Guardians Imperium E-Sports,Challenger League Season 10 Latin America,"Saturday, Oct 26 2019, 1:00 UTC",Latin America
Akatsuki vs Adventure Force,OGA PIT Minor North America Qualifiers,"Friday, Oct 25 2019, 22:00 UTC",North America
YeaH Gaming vs Falkol,Challenger League Season 10 Latin America,"Saturday, Oct 26 2019, 0:00 UTC",Latin America
YeaH Gaming vs Falkol,Challenger League Season 10 Latin America,"Saturday, Oct 26 2019, 1:00 UTC",Latin America
Looking for Org BR vs Guardians Imperium E-Sports,Challenger League Season 10 Latin America,"Saturday, Oct 26 2019, 0:00 UTC",Latin America
BDS Esport vs Mkers,OGA PIT Minor Europe Qualifiers,"Saturday, Oct 26 2019, 14:00 UTC",Europe
Soniqs vs Orgless,OGA PIT Minor North America Qualifiers,"Sunday, Oct 27 2019, 20:00 UTC",North America
Chaos vs Vegacy Esports,OGA PIT Minor Europe Qualifiers,"Saturday, Oct 26 2019, 16:00 UTC",Europe
Team Secret vs SYZYGY,OGA PIT Minor Europe Qualifiers,"Saturday, Oct 26 2019, 18:00 UTC",Europe
Luminosity Gaming vs Disrupt Gaming,OGA PIT Minor North America Qualifiers,"Sunday, Oct 27 2019, 22:00 UTC",North America
Rise Nation vs Draak Esports,OGA PIT Minor North America Qualifiers,"Monday, Oct 28 2019, 0:00 UTC",North America
Team Secret vs GameWard Team,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 16:00 UTC",Europe
Team Secret vs GameWard Team,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 17:00 UTC",Europe
OrgLess vs Trust Gaming,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 17:00 UTC",Europe
OrgLess vs Trust Gaming,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 16:00 UTC",Europe
forZe vs KKona KKopteri,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 18:00 UTC",Europe
SYZYGY vs BDS Esport,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 18:00 UTC",Europe
Guardians Imperium E-Sports vs Sick6ers,OGA PIT Minor Latin America Qualifiers,"Monday, Oct 28 2019, 18:00 UTC",Latin America
SYZYGY vs BDS Esport,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 19:00 UTC",Europe
IGP vs Notorious Legion Esport,PG Nationals Winter 2019,"Tuesday, Oct 29 2019, 20:00 UTC",Europe
Black Dragons vs SuperNova Team e-Sports,OGA PIT Minor Latin America Qualifiers,"Monday, Oct 28 2019, 20:00 UTC",Latin America
forZe vs KKona KKopteri,Challenger League Season 10 Europe,"Monday, Oct 28 2019, 19:00 UTC",Europe
Team GoSkilla vs QLASH,PG Nationals Winter 2019,"Wednesday, Oct 30 2019, 17:00 UTC",Europe
Luminosity Gaming vs Ōkami,United States Nationals 2019,"Wednesday, Oct 30 2019, 0:00 UTC",North America
Aura Esports vs Stage5 Gaming,Benelux League Season 4,"Wednesday, Oct 30 2019, 18:15 UTC",Europe
Notorious Legion Esport vs Samsung Morning Stars,PG Nationals Winter 2019,"Wednesday, Oct 30 2019, 19:00 UTC",Europe
FACT Gaming vs LAGr Gaming,Benelux League Season 4,"Wednesday, Oct 30 2019, 17:00 UTC",Europe
Evil Geniuses vs Shrug,OGA PIT Minor North America Qualifiers,"Wednesday, Oct 30 2019, 20:00 UTC",North America
SuperNova Team e-Sports vs Guardians Imperium E-Sports,Challenger League Season 10 Latin America,"Wednesday, Oct 30 2019, 21:00 UTC",Latin America
Aethra Esports vs Horus Esports,Benelux League Season 4,"Wednesday, Oct 30 2019, 20:45 UTC",Europe
Trust Gaming vs ECV esports,Benelux League Season 4,"Wednesday, Oct 30 2019, 19:30 UTC",Europe
IGP vs Outplayed,PG Nationals Winter 2019,"Wednesday, Oct 30 2019, 20:00 UTC",Europe
Mkers vs Cyberground Gaming,PG Nationals Winter 2019,"Wednesday, Oct 30 2019, 18:00 UTC",Europe
SemOrg Team vs Falkol,Challenger League Season 10 Latin America,"Wednesday, Oct 30 2019, 21:00 UTC",Latin America
SuperNova Team e-Sports vs Guardians Imperium E-Sports,Challenger League Season 10 Latin America,"Wednesday, Oct 30 2019, 22:00 UTC",Latin America
Spacestation Gaming vs Adventure Force,OGA PIT Minor North America Qualifiers,"Thursday, Oct 31 2019, 0:00 UTC",North America
Looking for Org BR vs CHICOS Team,Challenger League Season 10 Latin America,"Wednesday, Oct 30 2019, 23:00 UTC",Latin America
YeaH Gaming vs RedWolf e-Sports,Challenger League Season 10 Latin America,"Wednesday, Oct 30 2019, 23:00 UTC",Latin America
SemOrg Team vs Falkol,Challenger League Season 10 Latin America,"Wednesday, Oct 30 2019, 22:00 UTC",Latin America
YeaH Gaming vs RedWolf e-Sports,Challenger League Season 10 Latin America,"Thursday, Oct 31 2019, 0:00 UTC",Latin America
PENTA Sports vs forZe,Pro League Season 10 Europe,"Thursday, Oct 31 2019, 19:30 UTC",Europe
Looking for Org BR vs CHICOS Team,Challenger League Season 10 Latin America,"Thursday, Oct 31 2019, 0:00 UTC",Latin America
MIBR vs Team oNe Esports,OGA PIT Minor Latin America Qualifiers,"Thursday, Oct 31 2019, 20:00 UTC",Latin America
GiFu eSports vs BDS Esport,Pro League Season 10 Europe,"Thursday, Oct 31 2019, 17:00 UTC",Europe
Obey Alliance vs BDE,OGA PIT Minor North America Qualifiers,"Thursday, Oct 31 2019, 0:00 UTC",North America
Team Vitality vs forZe,OGA PIT Minor Europe Qualifiers,"Sunday, Nov 3 2019, 19:00 UTC",Europe
Notorious Legion Esport vs Team GoSkilla,PG Nationals Winter 2019,"Tuesday, Nov 5 2019, 19:00 UTC",Europe
MIBR vs Black Dragons,OGA PIT Minor Latin America Qualifiers,"Monday, Nov 4 2019, 20:00 UTC",Latin America
INTZ e-Sports vs Elevate,OGA PIT Minor Latin America Qualifiers,"Thursday, Oct 31 2019, 18:00 UTC",Latin America
Mkers vs QLASH,PG Nationals Winter 2019,"Tuesday, Nov 5 2019, 18:00 UTC",Europe
IGP vs Cyberground Gaming,PG Nationals Winter 2019,"Tuesday, Nov 5 2019, 20:00 UTC",Europe
Team Liquid vs INTZ e-Sports,OGA PIT Minor Latin America Qualifiers,"Monday, Nov 4 2019, 18:00 UTC",Latin America
Spacestation Gaming vs Soniqs,OGA PIT Minor North America Qualifiers,"Tuesday, Nov 5 2019, 20:00 UTC",North America
Outplayed vs Samsung Morning Stars,PG Nationals Winter 2019,"Tuesday, Nov 5 2019, 21:00 UTC",Europe
G2 Esports vs BDS Esport,OGA PIT Minor Europe Qualifiers,"Wednesday, Nov 6 2019, 15:00 UTC",Europe
Luminosity Gaming vs Evil Geniuses,OGA PIT Minor North America Qualifiers,"Tuesday, Nov 5 2019, 22:00 UTC",North America
ECV esports vs Horus Esports,Benelux League Season 4,"Wednesday, Nov 6 2019, 18:15 UTC",Europe
Aethra Esports vs Trust Gaming,Benelux League Season 4,"Wednesday, Nov 6 2019, 19:30 UTC",Europe
Aura Esports vs FACT Gaming,Benelux League Season 4,"Wednesday, Nov 6 2019, 17:00 UTC",Europe
IGP vs Mkers,PG Nationals Winter 2019,"Wednesday, Nov 6 2019, 19:00 UTC",Europe
Samsung Morning Stars vs Cyberground Gaming,PG Nationals Winter 2019,"Wednesday, Nov 6 2019, 18:00 UTC",Europe
Team Secret vs forZe,OGA PIT Minor Europe Qualifiers,"Wednesday, Nov 6 2019, 17:00 UTC",Europe
Outplayed vs Team GoSkilla,PG Nationals Winter 2019,"Wednesday, Nov 6 2019, 20:00 UTC",Europe
Notorious Legion Esport vs QLASH,PG Nationals Winter 2019,"Wednesday, Nov 6 2019, 21:00 UTC",Europe
DarkZero Esports vs FaZe Clan,Pro League Season 10 Finals,"Saturday, Nov 9 2019, 1:15 UTC","LAN,"
LAGr Gaming vs Stage5 Gaming,Benelux League Season 4,"Wednesday, Nov 6 2019, 20:45 UTC",Europe
Natus Vincere vs Wildcard Gaming,Pro League Season 10 Finals,"Saturday, Nov 9 2019, 4:30 UTC","LAN,"
Ninjas In Pyjamas vs Team Reciprocity,Pro League Season 10 Finals,"Saturday, Nov 9 2019, 11:00 UTC","LAN,"
Giants Gaming vs Aerowolf,Pro League Season 10 Finals,"Saturday, Nov 9 2019, 7:45 UTC","LAN,"
Team GoSkilla vs Samsung Morning Stars,PG Nationals Winter 2019,"Wednesday, Nov 20 2019, 19:00 UTC",Europe
Mkers vs Outplayed,PG Nationals Winter 2019,"Wednesday, Nov 20 2019, 20:00 UTC",Europe
Notorious Legion Esport vs IGP,PG Nationals Winter 2019,"Wednesday, Nov 20 2019, 21:00 UTC",Europe
Osh-Tekk Warriors vs Power Esports,Cyber Sports League 2019 Finals,"Saturday, Nov 23 2019, 19:00 UTC",Middle East & North Africa
